Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""rumah sakit/booking logged in/button_Masuk""))",Chrome 75.0.3770.142,,2019-07-25 11:40:42,2019-07-25 11:40:42,0.217s,PASSED
delay(3),Chrome 75.0.3770.142,,2019-07-25 11:40:42,2019-07-25 11:40:45,3.062s,PASSED
"while (verifyElementPresent(findTestObject(""Object Repository/dokter new/booking logged in/jadwal praktek section header""), 5, OPTIONAL) == true)",Chrome 75.0.3770.142,,2019-07-25 11:40:45,2019-07-25 11:41:49,1m - 3.679s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:41:49,2019-07-25 11:41:49,0.011s,PASSED
"verifyElementPresent(findTestObject(""rumah sakit/booking logged in/div_Buat Janji Dokter""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:41:49,2019-07-25 11:41:49,0.027s,PASSED
counter = 1,Chrome 75.0.3770.142,,2019-07-25 11:41:49,2019-07-25 11:41:49,0.000s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,2019-07-25 11:41:49,2019-07-25 11:41:50,0.727s,PASSED
,,,,,,
Test Cases/rumah sakit/rumah sakit - booking not login,Chrome 75.0.3770.142,,2019-07-25 11:41:50,2019-07-25 11:42:01,11.428s,FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:41:50,2019-07-25 11:41:53,2.613s,PASSED
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:41:53,2019-07-25 11:41:54,1.153s,PASSED
"navigateToUrl(target + ""sehatq.com/faskes/rumah-sakit-abdi-waluyo"")",Chrome 75.0.3770.142,,2019-07-25 11:41:54,2019-07-25 11:41:56,1.908s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:41:56,2019-07-25 11:42:01,5.456s,FAILED
,,,,,,
Test Cases/rumah sakit/rumah sakit - booking logged in,Chrome 75.0.3770.142,,2019-07-25 11:42:01,2019-07-25 11:43:50,1m - 49.210s,FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:42:01,2019-07-25 11:42:04,3.102s,PASSED
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:42:04,2019-07-25 11:42:06,1.145s,PASSED
"navigateToUrl(target + ""sehatq.com/faskes/rumah-sakit-abdi-waluyo"")",Chrome 75.0.3770.142,,2019-07-25 11:42:06,2019-07-25 11:42:07,1.606s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:42:07,2019-07-25 11:42:09,2.092s,PASSED
"click(findTestObject(""rumah sakit/booking logged in/button_Login  Daftar Baru""))",Chrome 75.0.3770.142,,2019-07-25 11:42:09,2019-07-25 11:42:10,0.235s,PASSED
"waitForElementVisible(findTestObject(""rumah sakit/booking logged in/input_Alamat E-Mail_email""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:42:10,2019-07-25 11:42:10,0.721s,PASSED
"setText(findTestObject(""rumah sakit/booking logged in/input_Alamat E-Mail_email""), ""kuning@color.com"")",Chrome 75.0.3770.142,,2019-07-25 11:42:10,2019-07-25 11:42:11,0.290s,PASSED
"setEncryptedText(findTestObject(""rumah sakit/booking logged in/input_Kata Sandi_password""), ""VU1orW/zbPOwxjV+uFYKbg=="")",Chrome 75.0.3770.142,,2019-07-25 11:42:11,2019-07-25 11:42:11,0.365s,PASSED
"click(findTestObject(""rumah sakit/booking logged in/button_Masuk""))",Chrome 75.0.3770.142,,2019-07-25 11:42:11,2019-07-25 11:42:11,0.144s,PASSED
delay(3),Chrome 75.0.3770.142,,2019-07-25 11:42:11,2019-07-25 11:42:14,3.002s,PASSED
"scrollToElement(findTestObject(""rumah sakit/booking not login/div_Kandungan""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:42:14,2019-07-25 11:42:14,0.335s,PASSED
"click(findTestObject(""rumah sakit/booking not login/div_Kandungan""))",Chrome 75.0.3770.142,,2019-07-25 11:42:14,2019-07-25 11:42:15,0.129s,PASSED
"while (verifyElementPresent(findTestObject(""rumah sakit/booking logged in/dokter section header 2""), 5, OPTIONAL) == true)",Chrome 75.0.3770.142,,2019-07-25 11:42:15,2019-07-25 11:43:44,1m - 29.445s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:43:44,2019-07-25 11:43:44,0.012s,PASSED
"verifyElementPresent(findTestObject(""rumah sakit/booking logged in/div_Buat Janji Dokter""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:43:44,2019-07-25 11:43:50,6.376s,FAILED
