Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""rumah sakit/booking not login/span_Jan""))",Chrome 75.0.3770.142,,2019-07-25 14:09:53,2019-07-25 14:09:53,0.085s,PASSED
"click(findTestObject(""rumah sakit/booking not login/td_6""))",Chrome 75.0.3770.142,,2019-07-25 14:09:53,2019-07-25 14:09:53,0.138s,PASSED
"click(findTestObject(""rumah sakit/booking not login/a_1700 - 2000""))",Chrome 75.0.3770.142,,2019-07-25 14:09:53,2019-07-25 14:09:54,0.580s,PASSED
"waitForElementVisible(findTestObject(""rumah sakit/booking not login/login pop up""), 3)",Chrome 75.0.3770.142,,2019-07-25 14:09:54,2019-07-25 14:09:54,0.547s,PASSED
"verifyElementVisible(findTestObject(""rumah sakit/booking not login/login pop up""))",Chrome 75.0.3770.142,,2019-07-25 14:09:54,2019-07-25 14:09:54,0.032s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,2019-07-25 14:09:54,2019-07-25 14:09:55,0.678s,PASSED
,,,,,,
Test Cases/rumah sakit/rumah sakit - booking logged in,Chrome 75.0.3770.142,,2019-07-25 14:09:55,2019-07-25 14:10:14,19.391s,FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 14:09:55,2019-07-25 14:09:57,2.232s,PASSED
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 14:09:57,2019-07-25 14:09:59,1.125s,PASSED
"navigateToUrl(target + ""sehatq.com/faskes/rumah-sakit-abdi-waluyo"")",Chrome 75.0.3770.142,,2019-07-25 14:09:59,2019-07-25 14:10:01,2.007s,PASSED
waitForPageLoad(3),Chrome 75.0.3770.142,,2019-07-25 14:10:01,2019-07-25 14:10:02,1.270s,PASSED
"click(findTestObject(""rumah sakit/booking logged in/button_Login  Daftar Baru""))",Chrome 75.0.3770.142,,2019-07-25 14:10:02,2019-07-25 14:10:02,0.117s,PASSED
"waitForElementVisible(findTestObject(""rumah sakit/booking logged in/input_Alamat E-Mail_email""), 3)",Chrome 75.0.3770.142,,2019-07-25 14:10:02,2019-07-25 14:10:03,1.399s,PASSED
"setText(findTestObject(""rumah sakit/booking logged in/input_Alamat E-Mail_email""), ""kuning@color.com"")",Chrome 75.0.3770.142,,2019-07-25 14:10:03,2019-07-25 14:10:04,0.160s,PASSED
"setEncryptedText(findTestObject(""rumah sakit/booking logged in/input_Kata Sandi_password""), ""VU1orW/zbPOwxjV+uFYKbg=="")",Chrome 75.0.3770.142,,2019-07-25 14:10:04,2019-07-25 14:10:04,0.214s,PASSED
"click(findTestObject(""rumah sakit/booking logged in/button_Masuk""))",Chrome 75.0.3770.142,,2019-07-25 14:10:04,2019-07-25 14:10:04,0.113s,PASSED
delay(3),Chrome 75.0.3770.142,,2019-07-25 14:10:04,2019-07-25 14:10:07,3.004s,PASSED
"scrollToElement(findTestObject(""rumah sakit/booking not login/div_Kandungan""), 3)",Chrome 75.0.3770.142,,2019-07-25 14:10:07,2019-07-25 14:10:07,0.030s,PASSED
"click(findTestObject(""rumah sakit/booking not login/div_Kandungan""))",Chrome 75.0.3770.142,,2019-07-25 14:10:07,2019-07-25 14:10:07,0.063s,PASSED
"if (verifyElementNotPresent(findTestObject(""Object Repository/dokter new/loading animation""), 3, OPTIONAL) == true)",Chrome 75.0.3770.142,,2019-07-25 14:10:07,2019-07-25 14:10:11,3.606s,PASSED
else,Chrome 75.0.3770.142,,2019-07-25 14:10:11,2019-07-25 14:10:11,0.007s,PASSED
waitForPageLoad(3),Chrome 75.0.3770.142,,2019-07-25 14:10:11,2019-07-25 14:10:11,0.006s,PASSED
"verifyElementPresent(findTestObject(""rumah sakit/booking logged in/div_Buat Janji Dokter""), 3)",Chrome 75.0.3770.142,,2019-07-25 14:10:11,2019-07-25 14:10:14,3.807s,FAILED
