Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/login regis/regis/input_Kata Sandi_password""), ""VU1orW/zbPMAsSeA5V5+EA=="")",Chrome 75.0.3770.142,,2019-07-25 11:14:45,2019-07-25 11:14:45,0.221s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/login regis/regis/select_Tanggal""), ""1"", true)",Chrome 75.0.3770.142,,2019-07-25 11:14:45,2019-07-25 11:14:46,0.588s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/login regis/regis/select_Bulan""), ""1"", true)",Chrome 75.0.3770.142,,2019-07-25 11:14:46,2019-07-25 11:14:46,0.332s,PASSED
"setText(findTestObject(""Object Repository/login regis/regis/input_Tahun Lahir_bod-tahun""), ""1990"")",Chrome 75.0.3770.142,,2019-07-25 11:14:46,2019-07-25 11:14:46,0.210s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/i_Prev_fas fa-chevron-circle-r""))",Chrome 75.0.3770.142,,2019-07-25 11:14:46,2019-07-25 11:14:47,0.198s,PASSED
delay(1),Chrome 75.0.3770.142,,2019-07-25 11:14:47,2019-07-25 11:14:48,1.024s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/label_Rajin Olahraga""))",Chrome 75.0.3770.142,,2019-07-25 11:14:48,2019-07-25 11:14:48,0.108s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/label_Perlu Refreshing""))",Chrome 75.0.3770.142,,2019-07-25 11:14:48,2019-07-25 11:14:48,0.138s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/label_Jaga Makan""))",Chrome 75.0.3770.142,,2019-07-25 11:14:48,2019-07-25 11:14:48,0.148s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/label_Rutin Banget""))",Chrome 75.0.3770.142,,2019-07-25 11:14:48,2019-07-25 11:14:48,0.162s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/i_Prev_fas fa-chevron-circle-r""))",Chrome 75.0.3770.142,,2019-07-25 11:14:48,2019-07-25 11:14:48,0.133s,PASSED
delay(1),Chrome 75.0.3770.142,,2019-07-25 11:14:48,2019-07-25 11:14:49,1.003s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/label_MPASI""))",Chrome 75.0.3770.142,,2019-07-25 11:14:49,2019-07-25 11:14:49,0.161s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/label_PerkembanganBayi""))",Chrome 75.0.3770.142,,2019-07-25 11:14:49,2019-07-25 11:14:50,0.141s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/label_LatihanOtak""))",Chrome 75.0.3770.142,,2019-07-25 11:14:50,2019-07-25 11:14:50,0.118s,PASSED
"click(findTestObject(""Object Repository/login regis/regis/button_Register""))",Chrome 75.0.3770.142,,2019-07-25 11:14:50,2019-07-25 11:14:50,0.224s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:14:50,2019-07-25 11:14:50,0.033s,PASSED
"verifyElementPresent(findTestObject(""login regis/login button""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:14:50,2019-07-25 11:14:52,2.162s,PASSED
"a = getText(findTestObject(""login regis/login button""))",Chrome 75.0.3770.142,,2019-07-25 11:14:52,2019-07-25 11:14:52,0.037s,PASSED
"verifyMatch(a, ""Hi, Automated"", false)",Chrome 75.0.3770.142,,2019-07-25 11:14:52,2019-07-25 11:14:52,0.013s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,2019-07-25 11:14:52,2019-07-25 11:14:52,0.005s,NOT_RUN
,,,,,,
Test Cases/login regis/log out - direct url,Chrome 75.0.3770.142,,2019-07-25 11:14:52,2019-07-25 11:14:57,4.609s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:14:52,2019-07-25 11:14:52,0.001s,NOT_RUN
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:14:52,2019-07-25 11:14:52,0.001s,NOT_RUN
"callTestCase(findTestCase(""404 checker by sitemap/404 checker by sitemap - login steps""), [:], STOP_ON_FAILURE)",Chrome 75.0.3770.142,,2019-07-25 11:14:52,2019-07-25 11:14:52,0.001s,NOT_RUN
delay(2),Chrome 75.0.3770.142,,2019-07-25 11:14:52,2019-07-25 11:14:54,2.003s,PASSED
"navigateToUrl(target + ""sehatq.com/keluar"")",Chrome 75.0.3770.142,,2019-07-25 11:14:54,2019-07-25 11:14:57,2.427s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,2019-07-25 11:14:57,2019-07-25 11:14:57,0.001s,NOT_RUN
,,,,,,
Test Cases/login regis/login - normal email,Chrome 75.0.3770.142,,2019-07-25 11:14:57,2019-07-25 11:15:05,7.720s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:14:57,2019-07-25 11:14:57,0.001s,NOT_RUN
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:14:57,2019-07-25 11:14:57,0.001s,NOT_RUN
"navigateToUrl(target + ""sehatq.com/"")",Chrome 75.0.3770.142,,2019-07-25 11:14:57,2019-07-25 11:14:59,2.349s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:14:59,2019-07-25 11:15:01,1.328s,PASSED
"click(findTestObject(""rumah sakit/booking logged in/button_Login  Daftar Baru""))",Chrome 75.0.3770.142,,2019-07-25 11:15:01,2019-07-25 11:15:01,0.117s,PASSED
"waitForElementVisible(findTestObject(""rumah sakit/booking logged in/input_Alamat E-Mail_email""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:15:01,2019-07-25 11:15:01,0.595s,PASSED
"setText(findTestObject(""rumah sakit/booking logged in/input_Alamat E-Mail_email""), ""kuning@color.com"")",Chrome 75.0.3770.142,,2019-07-25 11:15:01,2019-07-25 11:15:02,0.240s,PASSED
"setText(findTestObject(""rumah sakit/booking logged in/input_Kata Sandi_password""), ""123sehatQ!"")",Chrome 75.0.3770.142,,2019-07-25 11:15:02,2019-07-25 11:15:02,0.154s,PASSED
"click(findTestObject(""rumah sakit/booking logged in/button_Masuk""))",Chrome 75.0.3770.142,,2019-07-25 11:15:02,2019-07-25 11:15:02,0.136s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:15:02,2019-07-25 11:15:02,0.024s,PASSED
"verifyElementPresent(findTestObject(""login regis/login button""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:15:02,2019-07-25 11:15:05,2.530s,PASSED
"a = getText(findTestObject(""login regis/login button""))",Chrome 75.0.3770.142,,2019-07-25 11:15:05,2019-07-25 11:15:05,0.029s,PASSED
"verifyMatch(a, ""Hi, Kuning"", false)",Chrome 75.0.3770.142,,2019-07-25 11:15:05,2019-07-25 11:15:05,0.001s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,2019-07-25 11:15:05,2019-07-25 11:15:05,0.000s,NOT_RUN
,,,,,,
Test Cases/login regis/log out - direct url,Chrome 75.0.3770.142,,2019-07-25 11:15:05,2019-07-25 11:15:09,4.268s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:15:05,2019-07-25 11:15:05,0.000s,NOT_RUN
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:15:05,2019-07-25 11:15:05,0.000s,NOT_RUN
"callTestCase(findTestCase(""404 checker by sitemap/404 checker by sitemap - login steps""), [:], STOP_ON_FAILURE)",Chrome 75.0.3770.142,,2019-07-25 11:15:05,2019-07-25 11:15:05,0.000s,NOT_RUN
delay(2),Chrome 75.0.3770.142,,2019-07-25 11:15:05,2019-07-25 11:15:07,2.003s,PASSED
"navigateToUrl(target + ""sehatq.com/keluar"")",Chrome 75.0.3770.142,,2019-07-25 11:15:07,2019-07-25 11:15:09,2.243s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,2019-07-25 11:15:09,2019-07-25 11:15:09,0.001s,NOT_RUN
,,,,,,
Test Cases/login regis/login - facebook,Chrome 75.0.3770.142,,2019-07-25 11:15:09,2019-07-25 11:15:28,18.848s,FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:15:09,2019-07-25 11:15:09,0.002s,NOT_RUN
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:15:09,2019-07-25 11:15:09,0.001s,NOT_RUN
"navigateToUrl(target + ""sehatq.com/"")",Chrome 75.0.3770.142,,2019-07-25 11:15:09,2019-07-25 11:15:11,2.335s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:15:11,2019-07-25 11:15:12,0.686s,PASSED
"click(findTestObject(""Object Repository/login regis/login facebook/button_Login  Daftar Baru""))",Chrome 75.0.3770.142,,2019-07-25 11:15:12,2019-07-25 11:15:12,0.084s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/login regis/login facebook/input_Alamat E-Mail_email""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:15:12,2019-07-25 11:15:13,0.713s,PASSED
"click(findTestObject(""Object Repository/login regis/login facebook/a_Sign in with Facebook""))",Chrome 75.0.3770.142,,2019-07-25 11:15:13,2019-07-25 11:15:16,3.224s,PASSED
"setText(findTestObject(""Object Repository/login regis/login facebook/input_Login ke Facebook_email""), ""felix.yurisman@gmail.com"")",Chrome 75.0.3770.142,,2019-07-25 11:15:16,2019-07-25 11:15:16,0.235s,PASSED
"setEncryptedText(findTestObject(""Object Repository/login regis/login facebook/input_Login ke Facebook_pass""), ""D2MScLbSYg5YNi1NQdElsA=="")",Chrome 75.0.3770.142,,2019-07-25 11:15:16,2019-07-25 11:15:17,0.209s,PASSED
"click(findTestObject(""Object Repository/login regis/login facebook/button_Masuk""))",Chrome 75.0.3770.142,,2019-07-25 11:15:17,2019-07-25 11:15:21,4.394s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:15:21,2019-07-25 11:15:22,0.593s,PASSED
"verifyElementPresent(findTestObject(""login regis/login button""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:15:22,2019-07-25 11:15:28,6.084s,FAILED
,,,,,,
Test Cases/login regis/log out - direct url,Chrome 75.0.3770.142,,2019-07-25 11:15:28,2019-07-25 11:15:30,2.677s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:15:28,2019-07-25 11:15:28,0.001s,NOT_RUN
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:15:28,2019-07-25 11:15:28,0.001s,NOT_RUN
"callTestCase(findTestCase(""404 checker by sitemap/404 checker by sitemap - login steps""), [:], STOP_ON_FAILURE)",Chrome 75.0.3770.142,,2019-07-25 11:15:28,2019-07-25 11:15:28,0.001s,NOT_RUN
delay(2),Chrome 75.0.3770.142,,2019-07-25 11:15:28,2019-07-25 11:15:30,2.003s,PASSED
"navigateToUrl(target + ""sehatq.com/keluar"")",Chrome 75.0.3770.142,,2019-07-25 11:15:30,2019-07-25 11:15:30,0.661s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,2019-07-25 11:15:30,2019-07-25 11:15:30,0.000s,NOT_RUN
,,,,,,
Test Cases/login regis/login - google,Chrome 75.0.3770.142,,2019-07-25 11:15:30,2019-07-25 11:15:45,14.603s,FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:15:31,2019-07-25 11:15:31,0.000s,NOT_RUN
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:15:31,2019-07-25 11:15:31,0.001s,NOT_RUN
"navigateToUrl(target + ""sehatq.com/"")",Chrome 75.0.3770.142,,2019-07-25 11:15:31,2019-07-25 11:15:32,1.955s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:15:32,2019-07-25 11:15:33,0.539s,PASSED
"click(findTestObject(""Object Repository/login regis/login google/button_Login  Daftar Baru""))",Chrome 75.0.3770.142,,2019-07-25 11:15:33,2019-07-25 11:15:33,0.087s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/login regis/login google/input_Alamat E-Mail_email""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:15:33,2019-07-25 11:15:34,0.645s,PASSED
"click(findTestObject(""Object Repository/login regis/login google/a_Sign in with Google""))",Chrome 75.0.3770.142,,2019-07-25 11:15:34,2019-07-25 11:15:36,2.129s,PASSED
"setText(findTestObject(""Object Repository/login regis/login google/input_sehatq.com_identifier""), ""felix.yurisman@sehatq.com"")",Chrome 75.0.3770.142,,2019-07-25 11:15:36,2019-07-25 11:15:36,0.401s,PASSED
"click(findTestObject(""Object Repository/login regis/login google/span_Berikutnya""))",Chrome 75.0.3770.142,,2019-07-25 11:15:36,2019-07-25 11:15:37,0.217s,PASSED
"waitForElementVisible(findTestObject(""login regis/login google/input_google pass""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:15:37,2019-07-25 11:15:38,1.089s,PASSED
"setEncryptedText(findTestObject(""login regis/login google/input_google pass""), ""Mz5h43mX6kUTLTQ7rovVfw=="")",Chrome 75.0.3770.142,,2019-07-25 11:15:38,2019-07-25 11:15:38,0.300s,PASSED
"click(findTestObject(""Object Repository/login regis/login google/span_Berikutnya""))",Chrome 75.0.3770.142,,2019-07-25 11:15:38,2019-07-25 11:15:38,0.218s,PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,2019-07-25 11:15:38,2019-07-25 11:15:38,0.009s,PASSED
"verifyElementPresent(findTestObject(""login regis/login button""), 5)",Chrome 75.0.3770.142,,2019-07-25 11:15:38,2019-07-25 11:15:45,6.836s,FAILED
,,,,,,
Test Cases/login regis/log out - direct url,Chrome 75.0.3770.142,,2019-07-25 11:15:45,2019-07-25 11:18:35,2m - 49.813s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:15:45,2019-07-25 11:15:45,0.000s,NOT_RUN
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:15:45,2019-07-25 11:15:45,0.000s,NOT_RUN
"callTestCase(findTestCase(""404 checker by sitemap/404 checker by sitemap - login steps""), [:], STOP_ON_FAILURE)",Chrome 75.0.3770.142,,2019-07-25 11:15:45,2019-07-25 11:15:45,0.001s,NOT_RUN
delay(2),Chrome 75.0.3770.142,,2019-07-25 11:15:45,2019-07-25 11:15:47,2.003s,PASSED
"navigateToUrl(target + ""sehatq.com/keluar"")",Chrome 75.0.3770.142,,2019-07-25 11:15:47,2019-07-25 11:18:35,2m - 47.801s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,2019-07-25 11:18:35,2019-07-25 11:18:35,0.000s,NOT_RUN
,,,,,,
Test Cases/login regis/log out - keluar button,Chrome 75.0.3770.142,,2019-07-25 11:18:35,2019-07-25 11:18:35,0.298s,FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-25 11:18:35,2019-07-25 11:18:35,0.001s,NOT_RUN
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-25 11:18:35,2019-07-25 11:18:35,0.001s,NOT_RUN
"a = getText(findTestObject(""rumah sakit/booking logged in/button_Login  Daftar Baru""))",Chrome 75.0.3770.142,,2019-07-25 11:18:35,2019-07-25 11:18:35,0.024s,FAILED
